q,pi,support_size,validation_log_loss,validation_log_loss_se,support,base_method,chosen,dataset,scenario,data_seed,split_seed
4,0.9,1,0.21194508196282602,0.013301473465457183,10-12,shil,True,dry_bean_uci,dry_bean_uci,181,181
4,0.8,2,0.20886800823810506,0.013241512275396147,3-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,181,181
8,0.8,3,0.20847325969937838,0.013218386022720366,1-12;3-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,181,181
8,0.7,5,0.2085758378908328,0.013373463234555093,1-12;3-10;3-12;9-10-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,181,181
8,0.6,6,0.2085182539236859,0.01340070553989971,1-12;3-10;3-12;6-12;9-10-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,181,181
16,0.9,8,0.20844323044036556,0.01339489344328619,0-12;1-12;3-10;3-12;6-12;7-12;9-10-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,181,181
16,0.8,10,0.20371469904457762,0.012994670867789581,0-12;1-12;3-10;3-12;6-12;7-12;9-10;9-10-12;10-12;10-13,shil,False,dry_bean_uci,dry_bean_uci,181,181
16,0.7,11,0.20272348282748923,0.013065190274146096,0-12;1-9-10;1-12;3-10;3-12;6-12;7-12;9-10;9-10-12;10-12;10-13,shil,False,dry_bean_uci,dry_bean_uci,181,181
16,0.6,13,0.20188019321176048,0.012989395956552166,0-12;1-9-10;1-12;3-10;3-12;6-12;7-12;9-10;9-10-12;9-10-15;10-12;10-13;10-15,shil,False,dry_bean_uci,dry_bean_uci,181,181
4,0.9,2,0.2056499184968039,0.013109792319718247,9-10;10-12,l1,True,dry_bean_uci,dry_bean_uci,181,181
8,0.9,7,0.2153691128117721,0.014975506333177215,1-12;3-12;4-11-14;7-12;9-10;9-10-12;10-12,l1,False,dry_bean_uci,dry_bean_uci,181,181
8,0.6,8,0.21547660243542024,0.014996348733504217,1-12;3-12;4-11-14;7-12;9-10;9-10-12;9-15;10-12,l1,False,dry_bean_uci,dry_bean_uci,181,181
16,0.9,12,0.21543558240690092,0.01513024986161651,1-12;2-12;3-7-12;3-12;4-5-11;4-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13,l1,False,dry_bean_uci,dry_bean_uci,181,181
16,0.8,14,0.21672102925769374,0.015399299111982923,1-3-12;1-12;2-12;3-7-12;3-12;4-5-11;4-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13;12-15,l1,False,dry_bean_uci,dry_bean_uci,181,181
16,0.7,16,0.21710975427132584,0.015605113329219175,1-3-12;1-12;2-12;3-7-12;3-12;4-5-11;4-5-14;4-11-14;5-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13;12-15,l1,False,dry_bean_uci,dry_bean_uci,181,181
