q,pi,support_size,validation_log_loss,validation_log_loss_se,support,base_method,chosen,dataset,scenario,data_seed,split_seed
4,0.9,1,0.19969891646883337,0.010949377131605114,9-10,l1_fixed,True,dry_bean_uci,dry_bean_uci,53,53
4,0.7,3,0.1968540612229859,0.010978351535413607,1-12;9-10;10-12,l1_fixed,False,dry_bean_uci,dry_bean_uci,53,53
8,0.9,6,0.19568323549483765,0.010944867319192112,1-12;3-12;7-12;9-10;9-10-12;10-12,l1_fixed,False,dry_bean_uci,dry_bean_uci,53,53
8,0.8,8,0.1943001017567149,0.010858729761707257,1-12;3-12;7-12;9-10;9-10-12;9-15;10-12;12-13,l1_fixed,False,dry_bean_uci,dry_bean_uci,53,53
16,0.9,12,0.1915168533777676,0.010695474312826036,1-3-12;1-12;2-12;3-7-12;3-12;4-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13,l1_fixed,False,dry_bean_uci,dry_bean_uci,53,53
16,0.8,13,0.19271989117754668,0.010897111139603262,1-3-12;1-12;2-12;3-7-12;3-12;4-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13;12-15,l1_fixed,False,dry_bean_uci,dry_bean_uci,53,53
16,0.7,14,0.19277800148875487,0.010868548304359838,1-3-12;1-7-12;1-12;2-12;3-7-12;3-12;4-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13;12-15,l1_fixed,False,dry_bean_uci,dry_bean_uci,53,53
16,0.6,15,0.19163731245300605,0.010830097124222365,1-3-12;1-7-12;1-9-10;1-12;2-12;3-7-12;3-12;4-11-14;7-12;9-10;9-10-12;9-15;10-12;12-13;12-15,l1_fixed,False,dry_bean_uci,dry_bean_uci,53,53
4,0.9,1,0.2088867785468742,0.011523018293064407,10-12,shil,False,dry_bean_uci,dry_bean_uci,53,53
4,0.6,2,0.2061657859673945,0.011462221387831224,3-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,53,53
8,0.9,3,0.20568505827785075,0.011498870448347614,3-12;6-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,53,53
8,0.8,4,0.2056972931493218,0.011487243643460791,0-12;3-12;6-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,53,53
8,0.6,5,0.20690594055738384,0.012489112278104442,0-12;3-12;6-12;9-10-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,53,53
16,0.9,8,0.20637613646146338,0.01241670039057175,0-12;1-12;3-10;3-12;6-12;7-12;9-10-12;10-12,shil,False,dry_bean_uci,dry_bean_uci,53,53
16,0.8,9,0.19544062594314424,0.010905599975057571,0-12;1-12;3-10;3-12;6-12;7-12;9-10;9-10-12;10-12,shil,True,dry_bean_uci,dry_bean_uci,53,53
16,0.7,11,0.19234989691951349,0.010635725896464705,0-12;1-9-10;1-12;3-10;3-12;6-12;7-12;9-10;9-10-12;10-12;10-13,shil,False,dry_bean_uci,dry_bean_uci,53,53
16,0.6,14,0.1926593977617807,0.010638425027007266,0-12;1-9-10;1-12;3-10;3-12;6-12;7-12;8-10;9-10;9-10-12;9-10-15;10-12;10-13;10-15,shil,False,dry_bean_uci,dry_bean_uci,53,53
